"post_inventory_id","user_id","dc_name","sku_name","category","prev_inventory","post_transfer_inventory","forecasted_sales","ideal_invt_days","qty_ac_invt_id_days","qty_remains","pre_invt_days","post_invt_days","run_id","created_at","updated_at"
12226,78,"Guwahati","SKU1000126","JUICES",6669,6348,17602,11,6348,0,12,11,184,"2024-10-26 10:09:31.652953+00","2024-10-26 10:09:31.652953+00"
12227,78,"Guwahati","SKU1000127","JUICES",9529,5519,3347,11,1207,4312,87,50,184,"2024-10-26 10:09:31.660657+00","2024-10-26 10:09:31.660657+00"
12228,78,"Guwahati","SKU1000128","TEA & COFFEE",6650,6967,19318,11,6967,0,10,11,184,"2024-10-26 10:09:31.668667+00","2024-10-26 10:09:31.668667+00"
12229,78,"Guwahati","SKU1000129","TEA & COFFEE",8645,12557,38165,11,13764,-1207,7,10,184,"2024-10-26 10:09:31.678401+00","2024-10-26 10:09:31.678401+00"
12230,78,"Guwahati","SKU1000130","TEA & COFFEE",4012,3725,10328,11,3725,0,12,11,184,"2024-10-26 10:09:31.694823+00","2024-10-26 10:09:31.694823+00"
12231,78,"Guwahati","SKU1000131","TEA & COFFEE",17870,16767,12375,11,4463,12304,44,41,184,"2024-10-26 10:09:31.702935+00","2024-10-26 10:09:31.702935+00"
12232,78,"Guwahati","SKU1000132","TEA & COFFEE",1401,558,1547,11,558,0,28,11,184,"2024-10-26 10:09:31.711151+00","2024-10-26 10:09:31.711151+00"
12233,78,"Guwahati","SKU1000133","TEA & COFFEE",6966,3976,11025,11,3976,0,19,11,184,"2024-10-26 10:09:31.724998+00","2024-10-26 10:09:31.724998+00"
12234,78,"Guwahati","SKU1000134","TEA & COFFEE",7096,7096,15628,11,5636,1460,14,14,184,"2024-10-26 10:09:31.733051+00","2024-10-26 10:09:31.733051+00"
12235,78,"Guwahati","SKU1000135","TEA & COFFEE",11312,11312,35617,11,12845,-1533,10,10,184,"2024-10-26 10:09:31.745572+00","2024-10-26 10:09:31.745572+00"
12236,78,"Guwahati","SKU1000136","ENERGY DRINKS",9557,3887,7004,11,2526,1361,42,17,184,"2024-10-26 10:09:31.753635+00","2024-10-26 10:09:31.753635+00"
12237,78,"Guwahati","SKU1000137","ENERGY DRINKS",5393,4953,6006,11,2166,2787,27,25,184,"2024-10-26 10:09:31.769216+00","2024-10-26 10:09:31.769216+00"
12238,78,"Guwahati","SKU1000138","ENERGY DRINKS",8193,8193,9179,11,3310,4883,27,27,184,"2024-10-26 10:09:31.778361+00","2024-10-26 10:09:31.778361+00"
12239,78,"Guwahati","SKU1000139","ENERGY DRINKS",8086,3673,10183,11,3673,0,24,11,184,"2024-10-26 10:09:31.786463+00","2024-10-26 10:09:31.786463+00"
12240,78,"Guwahati","SKU1000140","ENERGY DRINKS",1010,2661,8972,11,3236,-575,3,9,184,"2024-10-26 10:09:31.803833+00","2024-10-26 10:09:31.803833+00"
12241,78,"Guwahati","SKU1000141","ENERGY DRINKS",2995,4566,12660,11,4566,0,7,11,184,"2024-10-26 10:09:31.810777+00","2024-10-26 10:09:31.810777+00"
12242,78,"Guwahati","SKU1000142","BREAD, BISCUITS",3980,596,1653,11,596,0,73,11,184,"2024-10-26 10:09:31.818842+00","2024-10-26 10:09:31.818842+00"
12243,78,"Guwahati","SKU1000143","BREAD, BISCUITS",4708,5111,14171,11,5111,0,10,11,184,"2024-10-26 10:09:31.836856+00","2024-10-26 10:09:31.836856+00"
12244,78,"Guwahati","SKU1000144","BREAD, BISCUITS",5872,6732,20751,11,7484,-752,9,10,184,"2024-10-26 10:09:31.846324+00","2024-10-26 10:09:31.846324+00"
12245,78,"Guwahati","SKU1000145","BREAD, BISCUITS",3991,8863,24576,11,8863,0,5,11,184,"2024-10-26 10:09:31.862393+00","2024-10-26 10:09:31.862393+00"
12246,78,"Guwahati","SKU1000146","BREAD, BISCUITS",7222,668,1852,11,668,0,119,11,184,"2024-10-26 10:09:31.878364+00","2024-10-26 10:09:31.878364+00"
12247,78,"Guwahati","SKU1000147","CAKES, PASTRIES",8481,8481,17447,11,6292,2189,15,15,184,"2024-10-26 10:09:31.936998+00","2024-10-26 10:09:31.936998+00"
12248,78,"Guwahati","SKU1000148","CAKES, PASTRIES",7693,7693,7838,11,2827,4866,30,30,184,"2024-10-26 10:09:32.144723+00","2024-10-26 10:09:32.144723+00"
12249,78,"Guwahati","SKU1000149","CAKES, PASTRIES",1521,1521,12342,11,4451,-2930,4,4,184,"2024-10-26 10:09:32.194356+00","2024-10-26 10:09:32.194356+00"
12250,78,"Guwahati","SKU1000150","CAKES, PASTRIES",1726,2407,7375,11,2660,-253,7,10,184,"2024-10-26 10:09:32.244074+00","2024-10-26 10:09:32.244074+00"
12251,78,"Kochi","SKU1000101","PACKAGED SNACKS",12003,20940,31934,20,20940,0,11,20,184,"2024-10-26 10:09:32.294082+00","2024-10-26 10:09:32.294082+00"
12252,78,"Kochi","SKU1000102","PACKAGED SNACKS",8203,15363,23429,20,15363,0,11,20,184,"2024-10-26 10:09:32.344083+00","2024-10-26 10:09:32.344083+00"
12253,78,"Kochi","SKU1000103","PACKAGED SNACKS",27998,19447,29656,20,19447,0,29,20,184,"2024-10-26 10:09:32.379279+00","2024-10-26 10:09:32.379279+00"
12254,78,"Kochi","SKU1000104","PACKAGED SNACKS",20517,36698,55964,20,36698,0,11,20,184,"2024-10-26 10:09:32.414424+00","2024-10-26 10:09:32.414424+00"
12255,78,"Kochi","SKU1000105","PACKAGED SNACKS",1002,11248,17153,20,11248,0,2,20,184,"2024-10-26 10:09:32.433993+00","2024-10-26 10:09:32.433993+00"
12256,78,"Kochi","SKU1000106","PACKAGED SNACKS",10397,16738,53808,20,35284,-18546,6,9,184,"2024-10-26 10:09:32.441538+00","2024-10-26 10:09:32.441538+00"
12257,78,"Kochi","SKU1000107","PACKAGED SNACKS",14327,16972,50562,20,33155,-16183,9,10,184,"2024-10-26 10:09:32.449545+00","2024-10-26 10:09:32.449545+00"
12258,78,"Kochi","SKU1000108","PACKAGED SNACKS",6818,4916,7497,20,4916,0,28,20,184,"2024-10-26 10:09:32.46554+00","2024-10-26 10:09:32.46554+00"
12259,78,"Kochi","SKU1000109","BREAKFAST CEREALS",25297,25297,27002,20,17706,7591,29,29,184,"2024-10-26 10:09:32.475943+00","2024-10-26 10:09:32.475943+00"
12260,78,"Kochi","SKU1000110","BREAKFAST CEREALS",4596,4596,49452,20,32428,-27832,3,3,184,"2024-10-26 10:09:32.488056+00","2024-10-26 10:09:32.488056+00"
12261,78,"Kochi","SKU1000111","BREAKFAST CEREALS",16411,20249,30880,20,20249,0,16,20,184,"2024-10-26 10:09:32.491051+00","2024-10-26 10:09:32.491051+00"
12262,78,"Kochi","SKU1000112","BREAKFAST CEREALS",140,140,24423,20,16015,-15875,0,0,184,"2024-10-26 10:09:32.50705+00","2024-10-26 10:09:32.50705+00"
12263,78,"Kochi","SKU1000113","BREAKFAST CEREALS",13599,28685,43745,20,28685,0,9,20,184,"2024-10-26 10:09:32.516171+00","2024-10-26 10:09:32.516171+00"
12264,78,"Kochi","SKU1000114","READY-TO-EAT MEALS",12037,12037,40130,20,26315,-14278,9,9,184,"2024-10-26 10:09:32.53012+00","2024-10-26 10:09:32.53012+00"
12265,78,"Kochi","SKU1000115","READY-TO-EAT MEALS",15975,26209,39969,20,26209,0,12,20,184,"2024-10-26 10:09:32.538223+00","2024-10-26 10:09:32.538223+00"
12266,78,"Kochi","SKU1000116","READY-TO-EAT MEALS",33138,18297,27903,20,18297,0,36,20,184,"2024-10-26 10:09:32.553671+00","2024-10-26 10:09:32.553671+00"
12267,78,"Kochi","SKU1000117","CANNED GOODS",25163,25163,50271,20,32965,-7802,15,15,184,"2024-10-26 10:09:32.560905+00","2024-10-26 10:09:32.560905+00"
